-297 586 

500 111 
451 129 

-9 -573 
-3 -589 

239 123 
255 102 

510 -594 
524 -586 

49 323 
71 314 

-839 -532 
-799 -619 

-515 84 
-532 71 

104 -169 
118 -176 

-518 23 
-493 13 

654 -281 
687 -315 

-222 20 
-203 9 

472 -799 
470 -756 

0 -383 
-10 -372 

41 601 
57 616 

656 -6 
601 -37 

286 261 
287 243 

-38 593 
-52 569 

339 414 
332 427 

176 -144 
151 -160 

-256 224 
-274 207 

-196 -268 
-167 -273 

547 463 
558 467 

619 752 
600 729 

66 401 
72 386 

608 -311 
604 -287 

128 -125 
109 -118 

438 -261 
437 -250 

-176 532 
-177 531 

438 -118 
430 -90 

-429 42 
-401 37 

124 83 
131 78 

-367 -416 
-361 -357 

321 -370 
309 -340 

-527 423 
-524 426 

140 -567 
172 -559 

403 -26 
400 -27 

233 -552 
261 -569 

-217 -95 
-195 -84 

128 -725 
142 -768 

796 87 
859 75 

-516 196 
-508 220 

-696 -24 
-697 -18 

802 -624 
733 -669 

65 -361 
76 -372 

-261 677 
-241 681 

-24 380 
0 376 

-877 -123 
-811 -166 

229 113 
255 102 

78 945 
3 967 

-413 539 
-469 570 

-54 -294 
-40 -289 

365 -310 
391 -324 

109 38 
106 50 

403 -434 
432 -423 

296 129 
277 148 

529 -102 
494 -68 

-61 390 
-56 400 

280 -197 
283 -190 

-671 462 
-712 489 

18 -26 
23 -26 

147 540 
134 552 

-621 -179 
-587 -203 

342 673 
322 713 

863 116 
859 143 

148 370 
138 366 

-496 16 
-493 13 

95 -526 
111 -537 

743 -97 
724 -48 

-281 -429 
-265 -494 

408 -14 
411 -6 

-840 -902 
-901 -963 

456 63 
447 70 

405 90 
400 95 

-80 -728 
-64 -719 

34 675 
61 622 

413 549 
448 579 

118 835 
99 855 

-479 663 
-505 708 

-199 161 
-195 192 

-555 335 
-551 330 

-9 339 
-2 360 

474 513 
454 519 

384 91 
400 95 

-90 187 
-81 179 

67 128 
75 125 

-37 -594 
-17 -593 

-275 218 
-274 207 

-227 291 
-240 304 

-898 602 
-868 630 

-622 165 
-609 123 

680 823 
697 800 

0 -38 
-17 -51 

795 200 
808 205 

-279 -279 
-265 -256 

-217 154 
-211 124 

-349 186 
-342 182 

792 -208 
786 -229 

-232 570 
-243 571 

-91 154 
-84 155 

-113 412 
-119 389 

-293 -137 
-298 -164 

-779 -176 
-784 -182 

-121 89 
-112 99 

-782 2 
-777 4 

120 9 
140 5 

220 499 
228 491 

-17 -673 
-20 -637 

-560 359 
-582 354 

-48 399 
-56 400 

-371 30 
-368 27 

-226 58 
-254 24 

-938 -512 
-975 -610 

-795 682 
-771 671 

-671 290 
-704 267 

458 -59 
440 -68 

-254 476 
-263 452 

-710 -360 
-674 -354 

528 -842 
547 -847 

290 799 
325 779 

258 -789 
234 -774 

603 314 
638 320 

-860 269 
-828 266 

-155 815 
-169 829 

386 6 
373 14 

-304 -253 
-265 -256 

-642 -170 
-654 -148 

-226 -58 
-237 -52 

583 239 
615 223 

668 -182 
706 -206 

-673 -275 
-673 -267 

672 -261 
687 -315 

-74 8 
-62 4 

385 77 
387 68 

610 206 
623 207 

95 -220 
102 -234 

-108 328 
-123 323 

-482 236 
-465 223 

503 -340 
474 -326 

67 364 
79 345 

493 706 
549 741 

-345 -66 
-346 -90 

189 -329 
174 -359 

-98 -374 
-115 -372 

-459 56 
-475 33 

-78 -15 
-93 -1 

658 -13 
601 -37 

985 -467 
980 -351 

-278 188 
-274 207 

-106 705 
-115 654 

709 178 
681 166 

-296 152 
-297 150 

-633 70 
-642 77 

-881 -123 
-811 -166 

97 300 
87 297 

-277 -743 
-259 -782 

-149 -4 
-154 0 

-103 88 
-112 99 

-449 461 
-465 478 

-609 808 
-669 721 

-177 -409 
-196 -432 

104 534 
134 552 

43 -112 
61 -100 

-484 289 
-446 286 

-560 51 
-532 71 

335 110 
341 102 

-169 112 
-164 104 

598 448 
615 451 

359 -174 
379 -163 

535 -771 
549 -758 

223 702 
237 681 

-323 -137 
-298 -164 

-76 553 
-76 578 

630 66 
622 51 

-255 159 
-260 137 

-582 440 
-559 440 

-399 553 
-469 570 

154 -716 
172 -757 

-582 470 
-548 478 

743 273 
719 277 

103 -114 
109 -118 

-59 439 
-42 436 

767 31 
786 15 

831 -226 
830 -242 

-346 30 
-352 26 

289 -24 
301 -45 

-351 96 
-321 80 

631 87 
622 51 

416 23 
417 17 

-140 61 
-147 67 

691 301 
719 277 

714 -175 
706 -206 

-562 -611 
-541 -628 

815 325 
781 313 

-467 -611 
-459 -589 

-547 -256 
-557 -284 

287 -787 
308 -786 

92 315 
87 297 

-152 -26 
-164 -21 

122 -81 
105 -55 

382 -307 
391 -324 

-914 292 
-959 285 

-877 -920 
-901 -963 

-451 8 
-426 0 

-128 -9 
-154 0 

653 231 
660 208 

490 104 
451 129 

-150 244 
-131 229 

-435 -726 
-448 -646 

-299 232 
-274 207 

84 754 
78 804 

-476 -82 
-486 -87 

-340 135 
-344 135 

-146 -315 
-147 -320 

804 636 
703 702 

259 663 
278 662 

-485 175 
-514 135 

286 434 
253 437 

194 -643 
185 -624 

-357 -22 
-348 -30 

766 -104 
724 -48 

-742 517 
-712 489 

-220 -41 
-237 -52 

-734 -279 
-758 -280 

147 -41 
162 -56 

620 530 
639 528 

478 94 
447 70 

-518 -1 
-493 13 

413 -66 
389 -60 

-65 -4 
-62 4 

-130 -835 
-193 -865 

-196 312 
-182 328 

89 128 
75 125 

441 300 
461 274 

40 36 
46 41 

-87 372 
-105 385 

-595 82 
-595 101 

-277 98 
-268 114 

-206 725 
-198 705 

328 548 
328 543 

236 822 
253 877 

160 387 
167 385 

305 -791 
308 -786 

472 -122 
489 -142 

70 -14 
66 -24 

329 -347 
323 -335 

144 91 
131 78 

-248 -165 
-265 -180 

-510 503 
-518 519 

-24 -199 
-17 -230 

-528 -376 
-501 -405 

209 358 
225 349 

700 -382 
702 -368 

601 -99 
590 -54 

258 199 
241 207 

91 -541 
111 -537 

48 422 
30 400 

-508 72 
-532 71 

349 -366 
376 -340 

240 -679 
230 -716 

215 -278 
231 -284 

-628 -144 
-654 -148 

-167 629 
-212 593 

-421 260 
-413 254 

378 579 
367 558 

16 -574 
4 -560 

329 46 
332 22 

466 -340 
474 -326 

398 -147 
405 -133 

344 41 
357 25 

96 -82 
95 -100 

190 -40 
162 -56 

-579 -206 
-587 -203 

46 662 
61 622 

-247 657 
-241 681 

-738 24 
-712 54 

-19 -188 
-17 -230 

-412 -682 
-448 -646 

-150 63 
-147 67 

16 262 
52 253 

152 29 
140 5 

-154 -24 
-164 -21 

-308 156 
-297 150 

466 -322 
474 -326 

544 225 
615 223 

555 -13 
552 13 

221 -487 
251 -499 

-256 182 
-236 178 

338 -454 
349 -449 

-772 54 
-777 4 

534 834 
511 792 

-444 175 
-426 181 

524 -108 
489 -142 

578 -392 
584 -367 

-330 397 
-343 388 

-181 -487 
-201 -479 

-300 -158 
-298 -164 

-216 146 
-211 124 

-530 842 
-471 779 

174 459 
188 432 

-2 870 
-24 928 

-823 -227 
-817 -241 

118 -590 
103 -621 

283 797 
325 779 

-118 87 
-112 99 

-660 4 
-651 7 

-493 -86 
-499 -86 

-399 526 
-366 463 

45 -865 
34 -874 

619 -440 
589 -467 

-215 548 
-243 571 

97 245 
97 245 

187 -241 
176 -257 

20 -844 
34 -874 

-635 -692 
-639 -723 

155 -98 
144 -105 

450 122 
451 129 

535 397 
535 382 

-595 -185 
-587 -203 

-637 -382 
-592 -371 

-162 -166 
-168 -168 

56 -264 
49 -279 

453 231 
446 207 

-274 -125 
-259 -102 

-174 344 
-166 355 

-219 696 
-228 714 

378 222 
363 199 

-667 535 
-712 489 

-173 322 
-182 328 

373 808 
340 778 

-213 456 
-168 471 

-697 794 
-669 721 

-26 -881 
-26 -915 

-128 -698 
-157 -677 

860 -907 
951 -842 

83 495 
56 525 

-335 -101 
-346 -90 

-567 -140 
-555 -112 

-353 639 
-380 639 

225 -60 
233 -64 

-361 -70 
-346 -90 

66 -463 
82 -458 

102 -25 
105 -51 

466 83 
447 70 

-852 110 
-813 99 

859 -354 
841 -242 

-339 -114 
-346 -90 

-35 -118 
-27 -115 

666 -468 
670 -457 

-186 338 
-182 328 

-141 -673 
-157 -677 

-145 -352 
-142 -375 

-103 446 
-89 447 

8 -201 
38 -192 

-374 -883 
-323 -835 

-621 620 
-615 685 

19 14 
5 29 

-238 -720 
-265 -681 

-517 -953 
-509 -889 

-678 -257 
-673 -267 

-519 -73 
-499 -86 

-430 -214 
-429 -215 

98 -388 
106 -383 

545 -266 
564 -243 

-784 304 
-819 324 

192 -708 
230 -716 

-436 -17 
-426 0 

431 394 
405 402 

530 192 
484 183 

726 376 
666 371 

553 -212 
536 -219 

-72 352 
-71 339 

298 50 
295 57 

-513 246 
-523 228 

-40 203 
-38 185 

144 517 
134 552 

-269 20 
-254 24 

-645 -424 
-656 -458 

-657 578 
-591 523 

784 -223 
786 -229 

-638 608 
-615 685 

504 -313 
497 -292 

-591 352 
-582 354 

-274 263 
-272 269 

-268 -232 
-258 -247 

-223 -158 
-203 -161 

-70 -794 
-5 -800 

-588 365 
-582 354 

146 -296 
149 -296 

447 656 
448 579 

730 559 
655 499 

489 377 
449 360 

-581 24 
-582 13 

-86 -115 
-92 -121 

-351 198 
-337 204 

825 467 
846 429 

-445 -584 
-459 -589 

81 72 
90 58 

-464 748 
-471 779 

-498 431 
-501 448 

574 469 
562 468 

641 -455 
670 -457 

-768 48 
-777 4 

-555 -440 
-573 -417 

601 294 
628 282 

-376 -401 
-399 -364 

562 -654 
561 -684 

10 611 
36 573 

-559 -171 
-587 -203 

-319 -649 
-313 -678 

377 313 
380 328 

109 -307 
112 -329 

-89 -636 
-87 -628 

-768 344 
-753 334 

-296 45 
-299 24 

-256 612 
-243 571 

-58 -76 
-77 -86 

279 497 
327 500 

318 61 
295 57 

-915 -345 
-904 -368 

351 16 
359 20 

44 -142 
70 -160 

607 -552 
594 -573 

-558 -530 
-576 -536 

683 17 
673 56 

770 63 
786 15 

787 60 
786 15 

-194 -537 
-230 -524 

-457 194 
-446 221 

-493 -475 
-462 -497 

235 -140 
250 -172 

170 228 
178 205 

-117 -197 
-98 -189 

-181 -161 
-168 -168 

535 45 
552 13 

600 303 
628 282 

-33 -472 
-40 -446 

-143 -127 
-136 -142 

497 479 
499 496 

-15 190 
-38 185 

-196 -143 
-198 -144 

349 101 
341 102 

286 639 
278 662 

-811 129 
-802 115 

-51 -793 
-5 -800 

-530 415 
-524 426 

532 392 
535 382 

17 203 
10 218 

-185 -538 
-151 -524 

-291 -73 
-254 -63 

215 -602 
185 -624 

-137 335 
-123 323 

341 56 
357 25 

-58 -616 
-53 -607 

345 -376 
323 -335 

-517 -476 
-462 -497 

819 121 
859 143 

435 537 
454 519 

942 -119 
978 -113 

222 107 
255 102 

-150 45 
-147 67 

-129 435 
-148 447 

620 -73 
590 -54 

-251 629 
-282 668 

-259 594 
-243 571 

129 28 
140 5 

125 213 
112 214 

-383 219 
-376 228 

321 -40 
301 -45 

-632 232 
-591 267 

-20 -160 
-22 -146 

165 -922 
165 -837 

78 -163 
70 -160 

533 -70 
553 -49 

-462 -321 
-494 -301 

307 610 
318 573 

220 -41 
233 -64 

247 -397 
242 -389 

568 53 
552 13 

-61 399 
-56 400 

360 836 
329 874 

-92 334 
-71 339 

-376 183 
-377 186 

-440 131 
-453 123 

736 -113 
680 -81 

-95 281 
-99 258 

-173 649 
-161 703 

-288 -765 
-311 -779 

-711 24 
-683 25 

-499 -19 
-493 13 

213 -310 
231 -284 

650 642 
615 678 

102 -299 
112 -329 

847 46 
867 58 

-834 186 
-802 115 

-358 371 
-373 387 

496 540 
515 529 

-493 291 
-509 319 

-865 -347 
-872 -380 

-190 -458 
-197 -472 

505 101 
560 106 

298 -36 
301 -45 

738 89 
673 56 

-197 -113 
-192 -99 

459 438 
470 452 

-266 230 
-274 207 

-455 16 
-475 33 

456 -546 
490 -502 

-20 -98 
-19 -88 

-343 -40 
-348 -36 

440 -710 
481 -729 

120 -52 
105 -51 

-139 -57 
-149 -46 

-498 -828 
-465 -805 

422 452 
420 430 

266 899 
253 877 

543 352 
570 337 

-292 -85 
-259 -102 

-243 -410 
-196 -432 

189 -95 
204 -110 

-22 -804 
-5 -800 

-580 186 
-555 137 

-752 130 
-740 119 

-231 460 
-263 452 

200 219 
195 220 

294 -302 
294 -306 

829 -201 
830 -242 

-613 110 
-609 123 

176 -595 
185 -624 

255 397 
253 437 

-171 622 
-212 593 

-367 -617 
-384 -628 

-590 -63 
-589 -46 

-26 190 
-38 185 

416 292 
409 292 

-88 -376 
-77 -378 

398 779 
340 778 

-140 810 
-169 829 

-321 253 
-354 264 

-111 506 
-108 545 

529 -770 
534 -791 

357 177 
363 199 

778 -242 
786 -229 

-555 -763 
-639 -723 

-24 -418 
-13 -444 

-444 -389 
-453 -402 

-163 -58 
-149 -46 

-18 294 
-9 301 

616 -308 
604 -287 

-333 48 
-346 60 

-113 -330 
-115 -328 

898 312 
873 332 

458 -564 
419 -603 

-241 -28 
-247 -48 

-639 -209 
-633 -260 

54 26 
46 41 

466 -556 
515 -542 

-37 149 
-27 157 

-161 -87 
-192 -99 

215 -69 
209 -69 

164 -569 
172 -559 

-130 -695 
-157 -677 

411 502 
435 485 

420 -453 
430 -481 

389 -315 
391 -324 

-400 939 
-456 890 

-264 298 
-240 304 

-716 -299 
-711 -308 

-126 43 
-120 34 

-683 -144 
-684 -148 

108 397 
97 397 

-57 -791 
-5 -800 

-608 -809 
-590 -857 

-30 -391 
-10 -372 

-571 -163 
-587 -203 

-141 124 
-147 119 

-213 588 
-212 593 

334 88 
341 102 

227 -392 
242 -389 

601 -161 
598 -148 

871 588 
871 494 

-576 288 
-591 267 

-113 -722 
-86 -709 

229 -192 
211 -203 

796 -250 
800 -234 

-212 -26 
-186 -26 

725 328 
719 277 

-192 129 
-176 125 

531 107 
560 106 

-675 206 
-704 267 

288 138 
277 148 

-60 123 
-49 119 

-168 -282 
-167 -273 

-825 98 
-813 99 

540 72 
560 106 

-235 406 
-250 409 

350 -367 
376 -340 

-644 324 
-628 310 

-574 -90 
-555 -112 

65 -474 
82 -458 

-97 28 
-120 34 

407 -493 
430 -481 

189 -400 
203 -396 

246 -365 
242 -389 

282 -160 
283 -190 

-38 -335 
-46 -338 

131 -411 
148 -434 

141 -534 
160 -524 

168 -567 
172 -559 

-235 4 
-254 24 

-579 -170 
-587 -203 

677 129 
681 166 

503 -337 
474 -326 

-776 -351 
-758 -280 

175 637 
187 686 

-194 -604 
-204 -605 

83 488 
56 525 

268 108 
255 102 

-329 -155 
-320 -178 

-286 481 
-263 452 

-448 -188 
-456 -156 

-856 750 
-904 802 

-555 244 
-533 219 

178 -222 
192 -208 

135 -48 
131 -26 

299 301 
330 324 

31 518 
31 527 

215 240 
224 250 

-570 -500 
-576 -536 

-941 -394 
-904 -368 

772 755 
703 702 

82 36 
87 40 

242 -148 
250 -172 

437 -185 
455 -223 

200 43 
198 46 

773 -785 
733 -669 

-487 708 
-505 708 

-564 -17 
-558 -46 

141 -374 
134 -371 

556 -219 
571 -224 

386 199 
371 195 

301 -911 
307 -876 

-547 -215 
-564 -221 

-517 -78 
-499 -86 

90 -862 
62 -835 

-153 420 
-170 416 

535 36 
552 13 

-338 -170 
-356 -171 

-387 -752 
-311 -779 

312 962 
236 925 

361 581 
367 558 

705 19 
673 56 

37 -129 
61 -100 

484 2 
468 4 

212 385 
194 393 

303 3 
307 21 

-375 -225 
-359 -238 

-198 -49 
-186 -26 

-302 353 
-294 345 

425 466 
435 485 

-266 -158 
-265 -180 

-814 261 
-828 266 

-574 -390 
-576 -370 

-502 -730 
-494 -659 

-34 -541 
-48 -533 

-908 -7 
-890 -34 

-387 385 
-378 381 

5 -523 
7 -522 

487 247 
471 269 

92 154 
82 157 

369 -219 
351 -209 

213 -325 
244 -332 

76 376 
72 386 

-78 438 
-79 434 

-592 468 
-559 440 

293 24 
307 21 

-247 -316 
-239 -293 

541 187 
573 158 

630 411 
591 424 

-387 -139 
-399 -130 

-436 -14 
-426 0 

-706 -133 
-720 -148 

280 -375 
273 -347 

737 336 
781 313 

320 514 
327 500 

-32 490 
-35 478 

-2 -325 
26 -331 

-124 -248 
-120 -295 

4 -451 
-13 -444 

-383 270 
-379 282 

51 -214 
42 -200 

-651 -633 
-705 -683 

-72 -12 
-62 4 

-264 -240 
-258 -247 

-240 221 
-224 231 

-357 841 
-347 832 

-113 598 
-90 619 

297 -226 
299 -216 

448 282 
461 274 

586 319 
570 337 

-183 -62 
-174 -39 

-3 305 
-9 301 

-222 -658 
-265 -681 

-33 -66 
-23 -54 

231 -903 
307 -876 

-238 423 
-250 409 

294 -112 
281 -117 

68 -110 
61 -100 

-707 183 
-699 122 

-828 674 
-771 671 

-609 -803 
-590 -857 

-326 -650 
-354 -650 

-212 154 
-211 124 

-131 -349 
-115 -328 

-322 12 
-314 2 

107 -529 
111 -537 

260 314 
255 312 

74 478 
80 429 

-130 632 
-115 654 

-156 70 
-147 67 

201 48 
198 46 

174 -240 
176 -257 

-635 -693 
-639 -723 

221 -589 
254 -592 

700 197 
681 166 

-92 64 
-71 53 

-295 -480 
-265 -494 

65 -11 
64 1 

-448 631 
-391 652 

-27 -65 
-23 -54 

-240 -119 
-248 -96 

112 837 
99 855 

-294 600 
-297 586 

250 -565 
261 -569 

738 -347 
714 -358 

692 90 
673 56 

10 -1 
4 -12 

-573 -387 
-576 -370 

-345 57 
-346 60 

172 425 
188 432 

-746 -172 
-720 -148 

-42 -439 
-40 -446 

-59 -659 
-55 -658 

-872 -189 
-864 -228 

-566 -352 
-576 -370 

-280 704 
-282 668 

619 -24 
601 -37 

431 477 
435 485 

377 814 
340 778 

-786 524 
-802 524 

-243 -425 
-196 -432 

10 683 
-22 698 

931 307 
873 332 

111 220 
112 214 

-308 56 
-291 66 

947 -724 
951 -842 

-16 -411 
-13 -444 

-72 70 
-71 53 

-503 -139 
-512 -148 

-506 50 
-532 71 

-24 -461 
-13 -444 

-320 287 
-337 286 

537 300 
566 293 

-414 552 
-469 570 

-342 697 
-391 652 

91 121 
75 125 

12 350 
17 358 

181 232 
195 220 

20 220 
10 218 

137 159 
152 161 

-179 505 
-177 531 

215 753 
166 710 

427 222 
423 207 

724 -182 
706 -206 

4 23 
5 29 

426 -556 
392 -576 

-758 228 
-758 254 

552 10 
552 13 

681 -276 
687 -315 

-494 675 
-524 692 

-159 744 
-152 764 

208 -9 
241 -7 

-54 562 
-52 569 

-88 611 
-90 619 

416 409 
405 402 

-941 331 
-959 285 

193 345 
174 333 

-18 -767 
-5 -800 

71 -255 
92 -259 

-276 138 
-260 137 

347 520 
330 501 

106 126 
130 133 

-731 -518 
-723 -531 

-28 4 
-32 -14 

115 179 
116 187 

-486 592 
-469 570 

468 -128 
489 -142 

-39 -113 
-46 -120 

-640 -246 
-633 -260 

-618 212 
-591 267 

-549 -309 
-557 -284 

-378 -523 
-333 -500 

-614 -621 
-565 -573 

-637 822 
-669 721 

-395 -567 
-336 -559 

107 -80 
95 -100 

-184 -67 
-195 -84 

-112 542 
-108 545 

-535 -158 
-512 -148 

699 -269 
743 -257 

349 -18 
370 -23 

-464 -163 
-456 -156 

937 -394 
980 -351 

697 191 
681 166 

-12 159 
-8 166 

-580 -53 
-589 -46 

-269 -459 
-265 -494 

-685 -190 
-684 -148 

-572 136 
-555 137 

122 -368 
134 -371 

200 -227 
199 -216 

-217 118 
-211 124 

614 195 
623 207 

-166 21 
-154 0 

-748 -38 
-770 -54 

-634 903 
-456 890 

14 -480 
40 -500 

508 -31 
470 -31 

-574 -217 
-564 -221 

-255 -256 
-258 -247 

-487 9 
-493 13 

-272 -61 
-254 -63 

-123 594 
-90 619 

-312 -727 
-323 -683 

204 -215 
199 -216 

-272 91 
-261 109 

39 679 
61 622 

-704 79 
-692 71 

439 778 
463 765 

-219 -80 
-195 -84 

110 61 
106 50 

505 -388 
482 -396 

-220 73 
-230 105 

-507 -525 
-462 -497 

-457 -561 
-459 -589 

252 185 
245 177 

641 167 
681 166 

-661 130 
-699 122 

-283 469 
-263 452 

235 -724 
230 -716 

820 -454 
748 -540 

-715 184 
-699 122 

628 610 
615 678 

147 -29 
131 -26 

-186 74 
-180 91 

-984 182 
-920 181 

-362 -335 
-363 -351 

278 167 
277 148 

168 363 
167 385 

201 227 
195 220 

-344 -138 
-357 -166 

-78 -487 
-75 -508 

878 -212 
841 -242 

216 7 
238 19 

-166 360 
-166 355 

246 250 
224 250 

700 -914 
543 -924 

549 -418 
553 -408 

342 86 
341 102 

27 240 
10 218 

6 315 
-9 301 

-504 479 
-492 468 

639 88 
622 51 

906 852 
944 728 

186 394 
194 393 

183 -819 
196 -815 

577 117 
560 106 

-810 -294 
-817 -241 

-579 -344 
-576 -370 

-105 573 
-108 545 

534 83 
560 106 

-411 -829 
-448 -830 

-129 596 
-101 631 

-326 148 
-321 131 

-399 250 
-413 254 

648 -758 
549 -758 

